"","Estado","Antiguedad","Vivienda","Plazo","Edad","EstadoCivil","Registros","Trabajo","Gastos","Ingresos","Activos","Deuda","Cantidad","Precio"
"2222","malo",0,"alquila",18,24,"soltero","no","tiempo parcial",39,40,0,0,300,460
"2223","bueno",12,"propietario",60,34,"casado","sí","fijo",75,165,5000,1500,1600,1682
"2224","malo",1,"propietario",60,46,"casado","no","fijo",75,50,2000,0,750,1302
"2225","bueno",14,"propietario",60,45,"casado","sí","fijo",60,164,4000,0,1050,1383
"2226","bueno",2,"padres",48,25,"casado","no","freelance",60,150,0,0,1000,1300
"2228","malo",1,"otra",30,20,"soltero","no","fijo",35,90,0,0,450,500
"2229","bueno",3,"propietario",60,30,"casado","no","fijo",45,200,10000,2969,1650,1750
"2230","bueno",1,"alquila",60,35,"viudo","no","fijo",45,100,0,0,1250,1400
"2231","bueno",22,"padres",36,38,"casado","no","fijo",75,110,2000,0,780,1785
"2232","bueno",30,"propietario",48,59,"casado","no","fijo",45,150,4000,0,660,933
"2234","bueno",1,"padres",48,40,"casado","no","fijo",75,121,0,0,1320,1600
"2235","bueno",5,"alquila",48,34,"divorciado","no","freelance",57,120,9000,0,950,1290
"2236","bueno",17,"propietario",60,57,"casado","no","fijo",60,106,4000,0,870,979
"2238","bueno",3,"alquila",36,23,"casado","no","tiempo parcial",53,79,0,0,600,650
"2239","bueno",1,"alquila",48,34,"soltero","no","fijo",45,98,6000,800,900,980
"2241","bueno",35,"propietario",60,52,"casado","no","freelance",45,90,14000,0,2900,4600
"2242","bueno",1,"padres",48,22,"soltero","no","fijo",35,210,0,0,1575,2082
"2243","bueno",12,"propietario",60,27,"casado","no","fijo",60,160,2500,270,1400,1461
"2244","bueno",2,"propietario",60,27,"casado","no","fijo",45,120,5000,400,1000,1140
"2245","bueno",7,"otra",60,26,"casado","sí","fijo",45,211,0,0,1400,1531
"2246","malo",17,"propietario",60,46,"casado","sí","fijo",75,80,3000,0,900,1286
"2247","bueno",1,"otra",60,23,"soltero","no","tiempo parcial",35,70,0,0,1050,1190
"2248","bueno",3,"propietario",60,60,"casado","sí","otros",45,67,10000,0,1000,1683
"2249","bueno",7,"padres",60,27,"casado","no","freelance",45,71,0,0,1500,1800
"2250","bueno",13,"alquila",60,36,"casado","no","fijo",84,92,0,0,1200,1271
"2251","bueno",15,"padres",24,46,"casado","no","fijo",60,158,0,0,1000,1923
"2252","bueno",0,"propietario",12,65,"casado","no","otros",60,115,3500,0,200,431
"2253","malo",0,"alquila",24,30,"casado","no","tiempo parcial",83,80,0,0,500,650
"2254","bueno",5,"alquila",60,37,"casado","no","fijo",93,176,0,0,1800,2450
"2255","bueno",10,"propietario",36,56,"casado","sí","freelance",90,321,26000,0,975,1576
"2256","bueno",7,"propietario",36,24,"casado","no","fijo",60,112,3500,0,1100,1460
"2258","malo",0,"alquila",60,28,"casado","no","fijo",53,75,0,0,1100,1168
"2259","bueno",10,"propietario",24,50,"casado","no","freelance",60,100,4000,0,700,1461
"2260","bueno",2,"alquila",48,31,"soltero","no","fijo",43,75,0,0,800,900
"2261","bueno",12,"propietario",48,51,"casado","no","fijo",60,80,10000,0,1600,1661
"2262","bueno",2,"alquila",60,30,"casado","no","fijo",92,170,0,0,1300,1525
"2263","bueno",20,"otra",60,62,"casado","no","otros",75,140,0,0,1300,1371
"2264","malo",0,"propietario",60,38,"casado","sí","tiempo parcial",75,120,3500,0,1500,1702
"2265","bueno",12,"propietario",60,50,"casado","no","fijo",60,100,8000,0,1050,1657
"2266","bueno",15,"propietario",48,44,"casado","no","fijo",60,200,3500,200,800,1218
"2267","malo",0,"alquila",60,41,"casado","sí","fijo",95,50,7000,4000,1600,1601
"2268","malo",20,"privado",60,40,"casado","no","fijo",75,83,3000,0,1300,1435
"2269","bueno",5,"propietario",60,37,"casado","sí","freelance",75,75,12000,0,900,1014
"2270","bueno",18,"otra",48,50,"casado","no","freelance",75,62,5000,0,1700,2437
"2271","bueno",6,"padres",60,24,"separado","no","fijo",45,220,3000,0,1600,1700
"2272","bueno",5,"propietario",36,46,"casado","no","freelance",60,100,4000,0,1100,1897
"2273","bueno",11,"alquila",24,26,"soltero","no","fijo",59,137,2500,0,350,1158
"2274","bueno",1,"alquila",48,27,"soltero","no","fijo",45,97,0,0,850,1000
"2275","bueno",22,"propietario",24,46,"casado","no","fijo",60,100,10500,0,900,1635
"2276","bueno",2,"privado",48,34,"casado","no","fijo",90,170,6000,0,1280,1879
"2277","malo",6,"propietario",36,42,"casado","no","fijo",105,151,48000,0,1635,1635
"2278","malo",0,"propietario",36,21,"soltero","sí","tiempo parcial",35,115,2000,0,700,900
"2279","bueno",15,"otra",48,60,"casado","no","fijo",60,153,0,0,450,1188
"2281","bueno",14,"alquila",60,46,"casado","no","freelance",67,67,0,0,1500,2250
"2282","malo",6,"otra",24,23,"soltero","sí","fijo",35,135,0,0,250,250
"2283","bueno",5,"alquila",48,29,"casado","no","fijo",78,177,4000,0,700,960
"2284","malo",2,"padres",48,28,"separado","no","freelance",35,140,0,0,1000,1100
"2285","bueno",14,"alquila",48,43,"casado","no","fijo",54,85,2000,0,500,800
"2286","bueno",26,"propietario",48,42,"casado","no","fijo",60,95,6500,0,1180,1442
"2287","bueno",0,"padres",36,32,"soltero","no","fijo",35,119,3000,0,1000,1345
"2288","bueno",29,"propietario",12,53,"casado","no","fijo",45,145,27000,0,500,1230
"2289","bueno",4,"alquila",48,28,"soltero","no","fijo",45,100,0,0,750,954
"2290","bueno",4,"propietario",24,55,"casado","no","freelance",90,200,4500,0,800,1230
"2292","malo",8,"propietario",60,40,"casado","sí","fijo",75,96,4000,1700,2050,2050
"2293","bueno",1,"otra",60,20,"soltero","no","fijo",35,85,0,0,850,1618
"2294","malo",20,"propietario",60,44,"casado","sí","freelance",75,60,3000,0,1500,1912
"2295","malo",5,"propietario",60,39,"casado","sí","freelance",90,152,6000,0,1250,1600
"2296","bueno",15,"propietario",36,55,"casado","no","freelance",75,70,14000,600,600,850
"2298","bueno",7,"propietario",60,33,"casado","no","freelance",75,138,4000,0,1400,2035
"2299","bueno",10,"propietario",60,41,"casado","no","fijo",75,187,2500,0,1150,1250
"2300","bueno",21,"otra",60,45,"viudo","no","fijo",45,110,0,0,650,1584
"2301","malo",2,"alquila",18,38,"casado","no","tiempo parcial",90,148,0,0,300,400
"2302","bueno",0,"propietario",36,41,"casado","no","fijo",75,89,5500,0,1000,1670
"2303","bueno",12,"alquila",60,36,"casado","no","fijo",56,106,0,0,1200,1823
"2305","malo",11,"propietario",48,34,"casado","sí","fijo",90,198,4500,0,1650,2165
"2306","malo",2,"propietario",60,53,"casado","no","otros",60,40,5000,0,850,884
"2307","bueno",22,"propietario",12,45,"casado","no","fijo",60,100,3000,0,400,1531
"2308","bueno",7,"propietario",48,37,"casado","no","fijo",75,145,6000,0,1250,1650
"2309","malo",2,"propietario",60,29,"casado","sí","fijo",60,80,4000,0,1000,1248
"2311","bueno",7,"propietario",36,33,"casado","no","fijo",45,208,4000,0,500,1288
"2312","malo",14,"alquila",36,43,"casado","sí","fijo",96,212,0,0,600,750
"2313","bueno",7,"propietario",18,40,"casado","sí","fijo",75,169,4000,400,400,1717
"2314","bueno",8,"privado",48,22,"casado","no","fijo",45,120,2500,1200,880,882
"2315","bueno",21,"alquila",36,42,"separado","sí","fijo",53,180,0,0,850,950
"2316","malo",1,"alquila",48,41,"casado","no","tiempo parcial",89,136,0,0,1070,1378
"2317","bueno",1,"propietario",12,28,"casado","no","tiempo parcial",45,130,18000,2500,400,2575
"2318","bueno",14,"propietario",60,35,"casado","no","fijo",75,205,5000,0,1350,1442
"2319","bueno",2,"otra",36,26,"casado","no","fijo",35,148,4000,0,700,1300
"2320","bueno",3,"padres",60,25,"soltero","no","fijo",35,174,0,0,1000,1252
"2321","bueno",14,"propietario",60,54,"casado","no","fijo",60,90,5000,0,800,1517
"2322","bueno",3,"privado",36,26,"casado","no","freelance",60,68,5000,90,900,1501
"2324","bueno",10,"alquila",48,26,"soltero","no","fijo",52,169,2000,0,1000,1242
"2325","malo",2,"padres",60,34,"soltero","sí","tiempo parcial",35,103,0,0,1250,1293
"2326","bueno",3,"alquila",48,32,"casado","no","fijo",57,121,0,0,1200,1952
"2327","malo",10,"alquila",36,40,"casado","no","fijo",115,100,0,0,375,375
"2328","bueno",1,"propietario",42,35,"casado","no","fijo",75,54,6000,0,1000,1900
"2329","bueno",22,"alquila",60,47,"casado","no","fijo",56,114,0,0,1000,1163
"2330","bueno",11,"propietario",60,26,"casado","no","fijo",45,81,4000,1800,1000,1206
"2332","bueno",0,"padres",48,31,"soltero","no","tiempo parcial",35,65,2500,0,1000,1560
"2333","bueno",17,"propietario",36,43,"casado","no","fijo",60,250,9000,0,1000,1204
"2334","bueno",12,"propietario",36,45,"casado","no","fijo",90,90,30000,0,750,1374
"2335","bueno",10,"alquila",48,33,"casado","no","fijo",100,103,0,0,950,1541
"2336","bueno",10,"alquila",36,31,"casado","no","fijo",61,164,5000,0,1000,1440
"2338","malo",1,"otra",48,28,"casado","sí","fijo",60,129,0,0,1300,1608
"2339","bueno",4,"alquila",60,25,"soltero","no","fijo",50,150,0,0,1500,2600
"2340","bueno",1,"padres",30,22,"soltero","no","fijo",35,80,4000,0,600,850
"2341","bueno",11,"propietario",60,33,"viudo","no","fijo",45,90,8000,0,850,1105
"2342","bueno",5,"otra",60,31,"casado","no","fijo",75,95,2000,0,1100,1388
"2343","malo",7,"padres",60,24,"soltero","no","fijo",35,92,0,0,1618,1618
"2344","bueno",0,"propietario",18,39,"casado","no","fijo",75,47,3500,0,350,1236
"2345","bueno",17,"propietario",36,42,"casado","no","fijo",45,115,4000,0,700,1631
"2346","bueno",1,"propietario",60,49,"casado","no","tiempo parcial",60,115,4000,0,1870,2622
"2347","bueno",20,"propietario",60,49,"casado","no","fijo",60,130,4000,0,1100,1738
"2348","bueno",22,"privado",60,36,"casado","no","fijo",75,190,3500,0,1300,1579
"2350","malo",4,"padres",36,22,"soltero","no","fijo",35,58,1000,0,400,525
"2351","bueno",0,"propietario",36,65,"casado","no","otros",45,75,5000,0,400,935
"2352","bueno",7,"propietario",24,39,"casado","no","fijo",75,260,10000,0,400,1100
"2353","bueno",24,"propietario",24,47,"casado","no","fijo",75,136,4000,0,435,935
"2354","bueno",18,"padres",60,32,"casado","no","fijo",75,152,5000,0,1400,1640
"2355","bueno",0,"padres",60,25,"casado","no","otros",45,209,2000,0,900,1436
"2356","bueno",20,"propietario",60,41,"casado","no","fijo",75,186,8000,50,900,1700
"2357","malo",3,"padres",60,41,"soltero","sí","fijo",35,90,0,0,949,949
"2358","malo",0,"propietario",60,23,"casado","no","fijo",45,120,4000,1000,1200,1476
"2359","bueno",2,"propietario",60,29,"casado","no","fijo",60,110,2000,0,1020,1648
"2360","malo",0,"propietario",60,39,"casado","sí","freelance",45,80,6000,0,1100,1131
"2361","bueno",7,"propietario",48,42,"casado","no","fijo",60,132,8000,720,1000,1350
"2362","bueno",3,"propietario",24,27,"casado","no","fijo",45,245,14000,0,500,2070
"2363","bueno",10,"propietario",48,34,"casado","no","freelance",75,200,19000,0,750,1590
"2364","bueno",3,"padres",24,29,"soltero","no","fijo",35,66,0,0,300,525
"2366","bueno",30,"propietario",48,60,"casado","no","freelance",60,6,16000,0,1200,1636
"2367","bueno",3,"propietario",18,24,"casado","no","tiempo parcial",45,185,3500,0,600,925
"2370","bueno",10,"alquila",48,28,"casado","no","fijo",56,108,0,0,1100,1684
"2371","bueno",1,"alquila",24,24,"casado","no","tiempo parcial",50,50,0,0,350,400
"2372","bueno",4,"padres",60,23,"soltero","no","fijo",35,80,10000,0,1000,1559
"2373","bueno",7,"propietario",12,51,"casado","no","freelance",75,120,5000,0,250,375
"2374","bueno",6,"padres",36,29,"casado","no","fijo",105,168,14000,0,650,679
"2375","bueno",14,"propietario",60,41,"casado","no","fijo",75,183,4000,1100,1500,2730
"2376","bueno",1,"padres",60,24,"soltero","no","fijo",35,90,0,0,800,994
"2377","bueno",25,"propietario",48,51,"casado","no","fijo",75,156,3000,0,700,1172
"2378","bueno",8,"propietario",36,31,"separado","no","fijo",35,102,3000,0,1000,1364
"2379","malo",5,"propietario",60,26,"soltero","sí","freelance",35,142,5500,3800,950,977
"2380","bueno",8,"propietario",54,31,"casado","no","fijo",75,280,14000,7000,850,1050
"2381","bueno",20,"propietario",60,54,"casado","no","fijo",60,195,15000,0,900,1430
"2382","malo",2,"alquila",36,23,"soltero","no","fijo",43,79,0,0,900,1000
"2383","bueno",18,"privado",36,45,"casado","no","fijo",45,220,20000,0,800,1600
"2384","bueno",10,"propietario",36,39,"casado","no","fijo",90,122,3000,0,500,1472
"2385","malo",2,"padres",36,39,"casado","sí","fijo",60,87,0,0,2000,2300
"2386","bueno",20,"padres",48,37,"soltero","no","fijo",35,114,0,0,1200,2472
"2388","bueno",7,"privado",60,24,"soltero","no","fijo",35,187,4000,2400,1400,1480
"2390","malo",3,"propietario",60,39,"casado","no","freelance",75,491,90000,0,4000,6700
"2391","bueno",22,"propietario",36,45,"casado","no","fijo",75,250,10000,0,500,1026
"2392","bueno",10,"alquila",60,38,"casado","sí","fijo",110,204,0,0,1500,1531
"2393","bueno",20,"alquila",24,40,"casado","no","fijo",77,165,0,0,500,1532
"2394","bueno",20,"propietario",36,36,"casado","sí","fijo",75,130,3500,0,1500,2000
"2395","bueno",2,"padres",24,26,"soltero","no","fijo",35,79,0,0,590,894
"2397","bueno",7,"propietario",60,34,"separado","no","fijo",35,96,8000,0,850,1213
"2398","bueno",5,"propietario",60,39,"casado","no","freelance",75,85,4000,0,1200,1463
"2400","malo",13,"alquila",60,50,"soltero","no","fijo",42,66,0,0,800,865
"2401","bueno",17,"otra",60,46,"casado","no","fijo",75,155,0,0,2000,2086
"2403","bueno",0,"propietario",12,22,"casado","no","otros",75,100,50000,8000,900,2327
"2405","bueno",6,"alquila",36,31,"separado","no","fijo",49,140,0,0,550,999
"2406","bueno",4,"propietario",24,32,"casado","no","tiempo parcial",45,158,5500,0,500,1839
"2407","bueno",20,"privado",48,40,"casado","no","fijo",75,144,7000,0,500,980
"2408","bueno",38,"alquila",12,66,"casado","no","fijo",79,340,0,0,700,1568
"2409","bueno",26,"alquila",60,50,"casado","no","fijo",85,250,0,0,1000,1297
"2410","bueno",3,"propietario",12,30,"casado","no","fijo",60,296,4500,2000,200,1338
"2411","malo",5,"padres",48,24,"soltero","no","tiempo parcial",35,139,2000,0,1000,1492
"2412","bueno",12,"propietario",60,28,"casado","sí","fijo",75,110,3500,1394,900,1082
"2413","malo",1,"padres",24,23,"soltero","no","tiempo parcial",35,70,0,0,500,640
"2414","bueno",4,"propietario",60,41,"casado","no","fijo",45,87,6500,0,1100,1670
"2415","malo",13,"privado",60,38,"casado","no","fijo",90,108,1500,30,1400,1410
"2416","bueno",1,"padres",36,21,"casado","no","fijo",45,90,2000,0,1200,1350
"2417","bueno",5,"padres",60,21,"soltero","no","fijo",45,56,0,0,1400,2067
"2418","bueno",10,"alquila",36,46,"casado","no","fijo",114,235,0,0,500,1531
"2419","malo",1,"padres",60,36,"casado","no","tiempo parcial",60,60,0,0,1400,1612
"2420","bueno",3,"alquila",36,20,"soltero","no","tiempo parcial",58,225,0,0,1500,2050
"2421","malo",5,"alquila",60,40,"casado","sí","freelance",54,89,0,0,1200,1457
"2422","malo",2,"privado",36,32,"casado","no","fijo",75,80,2500,0,1300,1813
"2423","malo",19,"alquila",60,37,"separado","sí","fijo",41,63,0,0,2700,2957
"2424","bueno",1,"propietario",60,52,"casado","no","fijo",60,250,3000,0,1550,1850
"2425","bueno",5,"privado",24,32,"separado","no","freelance",35,143,8000,0,600,1350
"2426","bueno",7,"alquila",60,30,"casado","no","fijo",42,73,0,0,950,1169
"2427","bueno",25,"alquila",60,48,"casado","no","fijo",103,126,3500,0,1450,1575
"2428","bueno",11,"propietario",36,32,"casado","no","fijo",60,101,12000,2400,965,1265
"2429","malo",27,"propietario",60,58,"casado","no","freelance",60,60,15000,0,1450,1657
"2430","bueno",19,"propietario",60,56,"casado","no","fijo",45,169,7000,0,1400,1714
"2431","malo",2,"alquila",48,48,"casado","sí","otros",109,193,0,0,1140,1143
"2432","bueno",5,"alquila",24,41,"separado","no","fijo",44,90,0,0,550,1319
"2433","bueno",10,"padres",24,40,"casado","no","tiempo parcial",60,116,2000,0,480,620
"2434","malo",1,"padres",48,21,"soltero","no","tiempo parcial",35,60,0,0,1350,1601
"2435","bueno",6,"padres",48,24,"soltero","no","fijo",35,107,6500,1172,1000,1200
"2436","bueno",22,"propietario",18,57,"casado","sí","fijo",45,150,6000,0,500,1727
"2438","malo",6,"padres",36,31,"soltero","sí","freelance",35,319,0,0,1200,1730
"2440","bueno",2,"propietario",12,32,"casado","no","freelance",45,122,5000,500,350,625
"2441","bueno",1,"padres",60,30,"casado","no","freelance",60,93,0,0,1600,1647
"2442","bueno",18,"propietario",36,42,"casado","no","fijo",75,121,2000,150,900,1633
"2443","bueno",2,"padres",24,23,"soltero","no","tiempo parcial",35,93,2500,0,230,670
"2444","bueno",17,"alquila",48,36,"casado","no","fijo",61,162,0,0,1000,1641
"2447","bueno",9,"propietario",60,53,"casado","no","freelance",60,51,8000,3000,1450,1970
"2448","bueno",11,"alquila",60,29,"casado","no","fijo",74,135,0,0,1000,1097
"2450","bueno",2,"padres",60,23,"soltero","no","fijo",35,106,0,0,820,1097
"2451","bueno",32,"padres",42,53,"casado","no","freelance",60,160,0,0,200,829
"2452","malo",8,"padres",60,28,"soltero","sí","fijo",35,76,0,0,1300,1550
"2454","bueno",24,"otra",60,40,"casado","no","fijo",45,115,0,0,1250,1461
"2455","malo",1,"padres",30,23,"soltero","no","freelance",35,60,0,0,800,1452
"2456","bueno",15,"alquila",48,55,"viudo","no","fijo",62,173,0,0,1100,1467
"2457","bueno",24,"propietario",48,48,"casado","no","fijo",75,90,3000,0,400,975
"2458","malo",5,"alquila",36,48,"casado","no","freelance",97,365,0,0,1300,1736
"2459","malo",1,"otra",36,44,"casado","sí","fijo",60,154,2500,0,2000,2500
"2461","malo",4,"alquila",60,46,"casado","no","freelance",70,100,0,0,2400,2500
"2462","bueno",0,"padres",36,23,"soltero","no","fijo",35,70,0,0,900,1210
"2463","bueno",2,"otra",48,29,"soltero","no","fijo",35,75,0,0,650,824
"2464","bueno",25,"propietario",60,63,"casado","sí","freelance",60,60,47500,3360,1000,1162
"2465","bueno",17,"alquila",24,40,"casado","sí","fijo",58,128,0,0,700,982
"2466","bueno",14,"padres",48,37,"casado","sí","fijo",60,120,0,0,1000,1189
"2468","bueno",15,"propietario",36,49,"casado","no","fijo",75,113,8000,0,1050,1055
"2469","malo",16,"alquila",60,40,"casado","no","freelance",82,71,0,0,2000,2250
"2470","bueno",16,"propietario",36,40,"casado","sí","fijo",90,120,6000,0,900,1150
"2471","bueno",1,"padres",36,23,"soltero","no","fijo",35,55,5000,0,775,925
"2472","bueno",15,"propietario",36,42,"soltero","no","fijo",35,90,5000,3000,1000,1243
"2474","bueno",5,"alquila",48,28,"casado","sí","fijo",60,154,3000,0,825,1661
"2475","malo",0,"propietario",48,39,"casado","no","freelance",60,16,3000,0,850,1053
"2476","bueno",1,"propietario",36,36,"casado","no","freelance",75,416,8000,0,3875,5175
"2477","bueno",13,"padres",48,28,"casado","no","fijo",90,105,0,0,1200,1590
"2478","bueno",10,"alquila",36,38,"casado","no","fijo",66,210,0,0,500,1171
"2479","bueno",2,"propietario",60,33,"casado","no","fijo",35,146,8000,2000,1000,1844
"2480","bueno",2,"padres",60,30,"separado","no","freelance",35,150,0,0,1500,1671
"2481","malo",0,"propietario",36,36,"casado","no","otros",45,105,5000,3000,1000,1620
"2482","bueno",13,"propietario",60,28,"casado","no","fijo",45,148,3500,144,1350,1496
"2483","bueno",0,"privado",48,56,"casado","no","otros",35,84,4500,50,700,940
"2484","bueno",8,"alquila",48,39,"casado","no","freelance",66,60,0,0,700,1580
"2485","bueno",4,"propietario",36,54,"casado","no","freelance",35,80,25000,0,1400,1490
"2486","bueno",15,"padres",60,35,"soltero","no","fijo",45,226,6000,2200,1350,1609
"2487","bueno",1,"propietario",48,29,"casado","no","fijo",45,130,4000,0,1000,1777
"2488","malo",20,"alquila",60,47,"casado","no","fijo",85,100,8000,0,1250,1250
"2489","bueno",2,"propietario",60,35,"casado","no","otros",60,175,2500,0,1250,1412
"2491","bueno",0,"alquila",60,35,"soltero","no","fijo",51,163,0,0,1000,1353
"2492","bueno",15,"otra",36,30,"casado","no","fijo",45,131,0,0,250,1341
"2493","bueno",24,"propietario",48,39,"casado","no","fijo",75,125,6000,200,1000,1409
"2494","bueno",15,"propietario",48,57,"casado","no","freelance",35,212,65000,0,1300,1852
"2496","bueno",17,"alquila",30,45,"casado","no","fijo",55,104,0,0,550,575
"2497","malo",1,"alquila",24,24,"soltero","no","tiempo parcial",42,65,0,0,750,1192
"2498","malo",2,"padres",60,23,"soltero","sí","tiempo parcial",35,75,0,0,1100,1139
"2499","bueno",0,"padres",60,24,"soltero","no","fijo",35,126,1500,0,900,1092
"2500","bueno",0,"padres",18,20,"casado","no","fijo",35,91,0,0,600,750
"2501","bueno",14,"alquila",36,49,"casado","no","fijo",70,103,0,0,500,1017
"2502","bueno",2,"padres",60,24,"soltero","no","fijo",35,100,0,0,1600,1601
"2503","bueno",7,"alquila",60,40,"casado","sí","freelance",76,164,3000,0,800,1032
"2504","bueno",6,"propietario",60,31,"casado","no","fijo",45,131,4000,1600,600,1661
"2506","bueno",0,"otra",48,39,"casado","no","fijo",60,85,0,0,1450,1594
"2507","malo",2,"privado",60,22,"casado","no","tiempo parcial",35,60,2800,0,1300,1422
"2508","malo",0,"propietario",36,30,"separado","no","freelance",60,48,7000,0,300,365
"2509","bueno",0,"padres",60,21,"soltero","no","tiempo parcial",45,312,10000,0,1033,1175
"2510","bueno",0,"padres",24,22,"soltero","no","tiempo parcial",35,80,0,0,650,1356
"2511","malo",0,"alquila",18,28,"casado","sí","fijo",68,83,0,0,200,300
"2512","bueno",8,"propietario",24,32,"casado","no","fijo",60,77,4000,0,350,865
"2513","bueno",2,"padres",24,23,"soltero","no","freelance",35,63,20000,0,600,2143
"2514","bueno",0,"padres",24,36,"casado","no","otros",90,31,0,0,625,725
"2515","malo",2,"alquila",60,20,"soltero","no","fijo",46,108,0,0,1200,1300
"2516","bueno",4,"propietario",60,25,"casado","no","fijo",45,68,4500,1379,725,1460
"2517","bueno",5,"padres",30,24,"casado","no","fijo",35,120,0,0,700,1804
"2518","bueno",8,"propietario",36,35,"casado","sí","fijo",45,213,6000,0,1700,2450
"2519","bueno",10,"padres",48,58,"casado","no","otros",35,450,2500,0,1200,1505
"2520","bueno",5,"propietario",60,32,"casado","no","fijo",45,145,13000,0,1500,1850
"2521","malo",15,"propietario",36,56,"casado","sí","freelance",35,90,16000,0,800,1300
"2522","bueno",2,"alquila",60,53,"viudo","no","fijo",46,114,0,0,1050,1348
"2523","bueno",2,"padres",60,26,"soltero","no","fijo",35,104,10000,0,1400,1490
"2524","bueno",20,"propietario",60,40,"casado","no","fijo",45,240,8000,0,900,950
"2525","bueno",1,"propietario",36,48,"casado","no","otros",45,45,32000,0,1500,2700
"2526","bueno",10,"padres",60,28,"soltero","no","fijo",35,70,3500,0,1300,1743
"2527","bueno",0,"propietario",60,34,"casado","no","fijo",60,85,4000,0,1100,1628
"2528","bueno",11,"propietario",60,28,"casado","no","fijo",35,82,1500,0,1090,1491
"2529","malo",2,"alquila",24,30,"casado","no","tiempo parcial",53,80,0,0,500,975
"2531","malo",0,"privado",60,43,"casado","no","tiempo parcial",90,82,4000,0,600,790
"2532","bueno",3,"propietario",60,41,"casado","no","fijo",75,99,16000,500,1000,3300
"2533","bueno",28,"propietario",48,54,"casado","no","freelance",75,46,15000,0,900,1300
"2534","bueno",23,"otra",54,38,"separado","no","fijo",60,178,0,0,740,989
"2535","bueno",4,"alquila",60,30,"casado","no","fijo",60,147,5500,2000,1700,1719
"2536","bueno",11,"propietario",48,41,"casado","sí","freelance",45,280,4000,1300,1000,1350
"2537","bueno",12,"propietario",60,45,"casado","no","freelance",35,75,4000,0,1000,1100
"2538","bueno",6,"propietario",6,29,"casado","no","fijo",45,190,5000,0,200,2179
"2539","malo",0,"propietario",6,33,"soltero","sí","tiempo parcial",45,240,4500,0,675,1146
"2540","bueno",1,"padres",48,25,"soltero","no","freelance",35,280,6000,0,1100,1650
"2541","malo",8,"otra",60,41,"casado","no","freelance",45,62,0,0,1800,2101
"2542","bueno",12,"propietario",48,35,"casado","no","fijo",60,90,4500,0,900,1097
"2543","bueno",17,"padres",36,33,"separado","sí","fijo",35,96,0,0,475,475
"2544","bueno",17,"alquila",60,44,"casado","no","fijo",51,159,0,0,1100,1668
"2545","bueno",1,"propietario",48,42,"casado","no","fijo",75,155,8000,0,600,1680
"2546","bueno",19,"alquila",60,42,"soltero","no","fijo",43,78,0,0,730,1070
"2547","malo",0,"alquila",24,42,"casado","sí","fijo",103,283,0,0,1897,2517
"2548","bueno",10,"propietario",54,41,"casado","no","fijo",45,130,4500,0,1700,1957
"2549","bueno",16,"otra",42,49,"casado","sí","fijo",45,80,0,0,700,950
"2550","bueno",0,"alquila",36,42,"soltero","sí","tiempo parcial",48,129,0,0,525,525
"2551","bueno",5,"propietario",60,49,"casado","no","fijo",35,122,5000,0,1500,1740
"2552","bueno",10,"propietario",30,32,"casado","no","freelance",60,65,3000,0,600,1200
"2553","bueno",7,"padres",36,24,"soltero","no","fijo",35,127,0,0,300,2612
"2554","bueno",3,"otra",48,28,"casado","no","fijo",35,125,1500,0,1500,1689
"2555","bueno",0,"propietario",36,42,"casado","no","freelance",60,260,3000,250,1100,1288
"2556","bueno",10,"alquila",60,42,"casado","no","fijo",76,158,5000,0,1000,1000
"2557","bueno",32,"propietario",36,49,"casado","no","fijo",75,163,4000,0,400,700
"2558","malo",14,"propietario",48,29,"casado","no","fijo",75,131,4000,0,980,2981
"2559","bueno",20,"alquila",60,38,"casado","no","fijo",74,140,0,0,1500,1600
"2560","bueno",26,"propietario",60,41,"casado","no","fijo",45,132,0,0,1100,1472
"2561","bueno",10,"privado",60,46,"casado","no","fijo",75,66,5500,1700,1250,1525
"2562","bueno",6,"propietario",60,33,"casado","no","tiempo parcial",60,140,6000,0,1150,1715
"2563","bueno",2,"propietario",60,23,"soltero","no","fijo",35,150,3000,0,2000,4904
"2564","bueno",24,"propietario",48,39,"casado","no","fijo",75,110,3000,0,1150,1379
"2565","malo",2,"privado",48,27,"casado","no","otros",75,59,2500,2200,1200,1530
"2567","bueno",1,"padres",48,23,"soltero","no","fijo",35,139,0,0,650,650
"2568","bueno",2,"padres",36,22,"soltero","no","tiempo parcial",35,100,25000,0,1400,1850
"2569","bueno",16,"alquila",60,35,"soltero","no","fijo",49,135,0,0,1300,1310
"2570","bueno",5,"propietario",48,46,"casado","no","fijo",90,137,2000,0,1100,1487
"2571","bueno",1,"alquila",60,40,"casado","no","fijo",57,120,0,0,1500,1737
"2573","bueno",7,"propietario",36,41,"casado","no","fijo",75,87,4500,0,2000,2104
"2574","bueno",23,"alquila",48,57,"soltero","sí","fijo",49,142,0,0,1300,1450
"2575","bueno",2,"padres",60,35,"soltero","no","otros",35,65,0,0,1100,1324
"2576","bueno",10,"propietario",6,46,"casado","no","freelance",45,464,10000,0,1100,2235
"2577","malo",5,"alquila",60,42,"casado","sí","freelance",113,83,0,0,1530,1530
"2579","bueno",0,"propietario",48,25,"soltero","no","fijo",35,126,2800,0,1170,1372
"2580","malo",0,"padres",24,20,"soltero","no","tiempo parcial",35,66,0,0,550,550
"2581","bueno",2,"alquila",48,24,"soltero","no","fijo",44,90,0,0,1200,1450
